479905,Sunderland,0,1,Liverpool,36,LuisSurez,29/09/2013,2013/2014,PremierLeague,England,0 - 2,1 - 3
479906,Swansea City,1,0,Arsenal,82,BenDavies,28/09/2013,2013/2014,PremierLeague,England,0 - 0,1 - 2
479906,Swansea City,0,1,Arsenal,57,SergeGnabry,28/09/2013,2013/2014,PremierLeague,England,0 - 0,1 - 2
479906,Swansea City,0,1,Arsenal,62,AaronRamsey,28/09/2013,2013/2014,PremierLeague,England,0 - 0,1 - 2
479907,Tottenham Hotspur,1,0,Chelsea,20,GylfirSigursson,28/09/2013,2013/2014,PremierLeague,England,1 - 0,1 - 1
479907,Tottenham Hotspur,0,1,Chelsea,65,JohnTerry,28/09/2013,2013/2014,PremierLeague,England,1 - 0,1 - 1
479908,Cardiff City,1,0,Newcastle United,58,PeterOdemwingie,05/10/2013,2013/2014,PremierLeague,England,0 - 2,1 - 2
479908,Cardiff City,0,1,Newcastle United,31,LocRmy,05/10/2013,2013/2014,PremierLeague,England,0 - 2,1 - 2
479908,Cardiff City,0,1,Newcastle United,39,LocRmy,05/10/2013,2013/2014,PremierLeague,England,0 - 2,1 - 2
479909,Fulham,1,0,Stoke City,83,DarrenBent,05/10/2013,2013/2014,PremierLeague,England,0 - 0,1 - 0
479910,Hull City,0,0,Aston Villa,,,05/10/2013,2013/2014,PremierLeague,England,0 - 0,0 - 0
479911,Liverpool,1,0,Crystal Palace,38,StevenGerrard,05/10/2013,2013/2014,PremierLeague,England,3 - 0,3 - 1
479911,Liverpool,1,0,Crystal Palace,14,LuisSurez,05/10/2013,2013/2014,PremierLeague,England,3 - 0,3 - 1
479911,Liverpool,1,0,Crystal Palace,17,DanielSturridge,05/10/2013,2013/2014,PremierLeague,England,3 - 0,3 - 1
479911,Liverpool,0,1,Crystal Palace,77,DwightGayle,05/10/2013,2013/2014,PremierLeague,England,3 - 0,3 - 1
479912,Manchester City,1,0,Everton,45,SergioAgero,05/10/2013,2013/2014,PremierLeague,England,2 - 1,3 - 1
479912,Manchester City,1,0,Everton,17,Negredo,05/10/2013,2013/2014,PremierLeague,England,2 - 1,3 - 1
479912,Manchester City,0,1,Everton,70OG,TimHoward,05/10/2013,2013/2014,PremierLeague,England,2 - 1,3 - 1
479912,Manchester City,0,1,Everton,16,RomeluLukaku,05/10/2013,2013/2014,PremierLeague,England,2 - 1,3 - 1
479913,Norwich City,1,0,Chelsea,68,AnthonyPilkington,06/10/2013,2013/2014,PremierLeague,England,0 - 1,1 - 3
479913,Norwich City,0,1,Chelsea,86,Willian,06/10/2013,2013/2014,PremierLeague,England,0 - 1,1 - 3
479913,Norwich City,0,1,Chelsea,4,Oscar,06/10/2013,2013/2014,PremierLeague,England,0 - 1,1 - 3
479913,Norwich City,0,1,Chelsea,85,EdenHazard,06/10/2013,2013/2014,PremierLeague,England,0 - 1,1 - 3
479914,Southampton,1,0,Swansea City,19,AdamLallana,06/10/2013,2013/2014,PremierLeague,England,1 - 0,2 - 0
479914,Southampton,1,0,Swansea City,83,JayRodriguez,06/10/2013,2013/2014,PremierLeague,England,1 - 0,2 - 0
479915,Sunderland,1,0,Manchester United,5,CraigGardner,05/10/2013,2013/2014,PremierLeague,England,1 - 0,1 - 2
479915,Sunderland,0,1,Manchester United,55,AdnanJanuzaj,05/10/2013,2013/2014,PremierLeague,England,1 - 0,1 - 2
479915,Sunderland,0,1,Manchester United,61,AdnanJanuzaj,05/10/2013,2013/2014,PremierLeague,England,1 - 0,1 - 2
479916,Tottenham Hotspur,0,1,West Ham United,80,RavelMorrison,06/10/2013,2013/2014,PremierLeague,England,0 - 0,0 - 3
479916,Tottenham Hotspur,0,1,West Ham United,73,RicardoVazT,06/10/2013,2013/2014,PremierLeague,England,0 - 0,0 - 3
479916,Tottenham Hotspur,0,1,West Ham United,67,WinstonReid,06/10/2013,2013/2014,PremierLeague,England,0 - 0,0 - 3
479917,West Bromwich Albion,1,0,Arsenal,42,ClaudioYacob,06/10/2013,2013/2014,PremierLeague,England,1 - 0,1 - 1
479917,West Bromwich Albion,0,1,Arsenal,63,JackWilshere,06/10/2013,2013/2014,PremierLeague,England,1 - 0,1 - 1
479918,Arsenal,1,0,Norwich City,18,JackWilshere,19/10/2013,2013/2014,PremierLeague,England,1 - 0,4 - 1
479918,Arsenal,1,0,Norwich City,88,Mesutzil,19/10/2013,2013/2014,PremierLeague,England,1 - 0,4 - 1
479918,Arsenal,1,0,Norwich City,58,Mesutzil,19/10/2013,2013/2014,PremierLeague,England,1 - 0,4 - 1
479918,Arsenal,1,0,Norwich City,83,AaronRamsey,19/10/2013,2013/2014,PremierLeague,England,1 - 0,4 - 1
479918,Arsenal,0,1,Norwich City,70,JonathanHowson,19/10/2013,2013/2014,PremierLeague,England,1 - 0,4 - 1
479919,Aston Villa,0,1,Tottenham Hotspur,69,Soldado,20/10/2013,2013/2014,PremierLeague,England,0 - 1,0 - 2
479919,Aston Villa,0,1,Tottenham Hotspur,31,AndrosTownsend,20/10/2013,2013/2014,PremierLeague,England,0 - 1,0 - 2
479920,Chelsea,1,0,Cardiff City,33,EdenHazard,19/10/2013,2013/2014,PremierLeague,England,1 - 1,4 - 1
479920,Chelsea,1,0,Cardiff City,82,EdenHazard,19/10/2013,2013/2014,PremierLeague,England,1 - 1,4 - 1
479920,Chelsea,1,0,Cardiff City,66,SamuelEto'o,19/10/2013,2013/2014,PremierLeague,England,1 - 1,4 - 1
479920,Chelsea,1,0,Cardiff City,78,Oscar,19/10/2013,2013/2014,PremierLeague,England,1 - 1,4 - 1
479920,Chelsea,0,1,Cardiff City,10,JordonMutch,19/10/2013,2013/2014,PremierLeague,England,1 - 1,4 - 1
479921,Crystal Palace,1,0,Fulham,7,AdrianMariappa,21/10/2013,2013/2014,PremierLeague,England,1 - 2,1 - 4
479921,Crystal Palace,0,1,Fulham,19,PajtimKasami,21/10/2013,2013/2014,PremierLeague,England,1 - 2,1 - 4
479921,Crystal Palace,0,1,Fulham,55,PhilippeSenderos,21/10/2013,2013/2014,PremierLeague,England,1 - 2,1 - 4
479921,Crystal Palace,0,1,Fulham,45,SteveSidwell,21/10/2013,2013/2014,PremierLeague,England,1 - 2,1 - 4
479921,Crystal Palace,0,1,Fulham,51,DimitarBerbatov,21/10/2013,2013/2014,PremierLeague,England,1 - 2,1 - 4
479922,Everton,1,0,Hull City,8,KevinMirallas,19/10/2013,2013/2014,PremierLeague,England,1 - 1,2 - 1
479922,Everton,1,0,Hull City,57,StevenPienaar,19/10/2013,2013/2014,PremierLeague,England,1 - 1,2 - 1
479922,Everton,0,1,Hull City,30,YannickSagbo,19/10/2013,2013/2014,PremierLeague,England,1 - 1,2 - 1
479923,Manchester United,1,0,Southampton,26,RobinvanPersie,19/10/2013,2013/2014,PremierLeague,England,1 - 0,1 - 1
479923,Manchester United,0,1,Southampton,89,AdamLallana,19/10/2013,2013/2014,PremierLeague,England,1 - 0,1 - 1
479924,Newcastle United,1,0,Liverpool,56,PaulDummett,19/10/2013,2013/2014,PremierLeague,England,1 - 1,2 - 2
479924,Newcastle United,1,0,Liverpool,23,YohanCabaye,19/10/2013,2013/2014,PremierLeague,England,1 - 1,2 - 2
479924,Newcastle United,0,1,Liverpool,42,StevenGerrard,19/10/2013,2013/2014,PremierLeague,England,1 - 1,2 - 2
479924,Newcastle United,0,1,Liverpool,72,DanielSturridge,19/10/2013,2013/2014,PremierLeague,England,1 - 1,2 - 2
479925,Stoke City,0,0,West Bromwich Albion,,,19/10/2013,2013/2014,PremierLeague,England,0 - 0,0 - 0
479926,Swansea City,1,0,Sunderland,64,WilfriedBony,19/10/2013,2013/2014,PremierLeague,England,0 - 0,4 - 0
479926,Swansea City,1,0,Sunderland,58,JonathandeGuzmn,19/10/2013,2013/2014,PremierLeague,England,0 - 0,4 - 0
479926,Swansea City,0,1,Sunderland,80OG,StevenFletcher,19/10/2013,2013/2014,PremierLeague,England,0 - 0,4 - 0
479926,Swansea City,0,1,Sunderland,57OG,PhilBardsley,19/10/2013,2013/2014,PremierLeague,England,0 - 0,4 - 0
479927,West Ham United,1,0,Manchester City,58,RicardoVazT,19/10/2013,2013/2014,PremierLeague,England,0 - 1,1 - 3
479927,West Ham United,0,1,Manchester City,80,Silva,19/10/2013,2013/2014,PremierLeague,England,0 - 1,1 - 3
479927,West Ham United,0,1,Manchester City,51,SergioAgero,19/10/2013,2013/2014,PremierLeague,England,0 - 1,1 - 3
479927,West Ham United,0,1,Manchester City,16,SergioAgero,19/10/2013,2013/2014,PremierLeague,England,0 - 1,1 - 3
479928,Aston Villa,0,1,Everton,68,RomeluLukaku,26/10/2013,2013/2014,PremierLeague,England,0 - 0,0 - 2
479928,Aston Villa,0,1,Everton,81,LeonOsman,26/10/2013,2013/2014,PremierLeague,England,0 - 0,0 - 2
479929,Chelsea,1,0,Manchester City,33,AndrSchrrle,27/10/2013,2013/2014,PremierLeague,England,1 - 0,2 - 1
479929,Chelsea,1,0,Manchester City,90,Torres,27/10/2013,2013/2014,PremierLeague,England,1 - 0,2 - 1
479929,Chelsea,0,1,Manchester City,49,SergioAgero,27/10/2013,2013/2014,PremierLeague,England,1 - 0,2 - 1
479930,Crystal Palace,0,1,Arsenal,47,Arteta,26/10/2013,2013/2014,PremierLeague,England,0 - 0,0 - 2
479930,Crystal Palace,0,1,Arsenal,87,OlivierGiroud,26/10/2013,2013/2014,PremierLeague,England,0 - 0,0 - 2
479931,Liverpool,1,0,West Bromwich Albion,55,LuisSurez,26/10/2013,2013/2014,PremierLeague,England,2 - 0,4 - 1
479931,Liverpool,1,0,West Bromwich Albion,77,DanielSturridge,26/10/2013,2013/2014,PremierLeague,England,2 - 0,4 - 1
479931,Liverpool,1,0,West Bromwich Albion,12,LuisSurez,26/10/2013,2013/2014,PremierLeague,England,2 - 0,4 - 1
479931,Liverpool,1,0,West Bromwich Albion,17,LuisSurez,26/10/2013,2013/2014,PremierLeague,England,2 - 0,4 - 1
479931,Liverpool,0,1,West Bromwich Albion,66,JamesMorrison,26/10/2013,2013/2014,PremierLeague,England,2 - 0,4 - 1
479932,Manchester United,1,0,Stoke City,80,JavierHernndez,26/10/2013,2013/2014,PremierLeague,England,1 - 2,3 - 2
479932,Manchester United,1,0,Stoke City,43,RobinvanPersie,26/10/2013,2013/2014,PremierLeague,England,1 - 2,3 - 2
479932,Manchester United,1,0,Stoke City,78,WayneRooney,26/10/2013,2013/2014,PremierLeague,England,1 - 2,3 - 2
479932,Manchester United,0,1,Stoke City,45,MarkoArnautovi,26/10/2013,2013/2014,PremierLeague,England,1 - 2,3 - 2
479932,Manchester United,0,1,Stoke City,4,PeterCrouch,26/10/2013,2013/2014,PremierLeague,England,1 - 2,3 - 2
